"ID","Asat","Phi","Rd","theta","resid_SSs","LCP","Q_sat_75","Q_sat_85"
"age_alt-1",6.98591645752111,0.0650440819350063,0.0525065740203148,0.834470336884989,0.255336384689368,0.808257910946566,123.431246907608,183.850464017654
"age_alt-2",6.06929659945421,0.0748551949115112,0.0792836602134766,0.615107609234035,0.0406391628734841,1.0645562414997,138.560439981344,239.731668952247
"age_alt-3",5.46817148022607,0.0764919411266885,0.184452484428159,0.634094151243143,0.0447830252577943,2.44219990323937,130.318007285335,238.877323199994
"age_alt-4",7.1412755649134,0.0719328596689991,0.231384743051422,-0.38213424991502,0.0773987434739115,3.36555134056485,463.686312888435,996.106896792989
"age_alt-5",6.06942504119051,0.061441297550306,0.106596055456376,0.714835563597989,0.108577759757905,1.74376952942827,147.224091109673,245.795177723861
"ath_fil-1",4.72273829689375,0.0609496182093944,0.100071724781067,0.676344441554666,0.051878008699486,1.65337998017461,124.941942118011,215.272542327366
"ath_fil-2",7.32642293953747,0.0617645432460256,0.319373090697484,0.744458172103271,0.053691001618811,5.23104206111757,186.622171696677,333.463815003144
"ath_fil-3",5.53387066608636,0.0672542521386774,0.273406740940054,0.571725011547125,0.0181097429603042,4.15576003008222,178.043600231571,357.387358080806
"ath_fil-4",5.09134920463571,0.0680169401991796,0.186165467817447,0.553000771298005,0.0206921445113194,2.78347924552682,155.867508368268,298.207628332644
"ath_fil-5",4.32889711981875,0.0592740602191088,0.0784443396420297,0.757091949293491,0.0278010893245583,1.32935056228326,101.236413456559,164.777608375505
"den_den-1",3.14975903433633,0.0680170964032593,0.751413113827653,0.407590934629879,0.159178069643848,13.0978660024127,2389.69637395433,-316.652531053159
"den_den-2",4.63213152054918,0.0707749781502033,0.510474660080473,-0.322359143626236,0.345762412035179,8.39390510421236,514.393070714652,2067.89776440243
"den_den-3",2.36326208264071,0.0636561461615552,0.251430368780816,0.103875857295206,0.0536494190542724,4.37122995921218,201.697737966299,733.316291981666
"den_den-4",3.22427488494563,0.0693428611026854,0.778288550723939,0.392604093637113,0.0823749892026729,13.392962104441,3267.78271842074,-317.371193583834
"den_den-5",1.98838089728345,0.0497802741353617,0.149133647377417,0.964069352395973,0.138703224519386,3.00456629452061,38.5351534102447,53.321211295518
"dip_dig-1",3.76211211602994,0.102154511175897,1.10612150819743,0.173175239775047,0.0690275944628854,14.5564340618127,-715.584662605619,-234.588781474007
"dip_dig-2",3.17505842758211,0.0976445102917467,0.362498164964241,-0.21900579024469,0.0397234301297188,4.29569492636076,246.028612989009,1059.78736942565
"dip_dig-3",3.0324249349285,0.186549931571515,0.601209692022047,-1.00684432049299,0.180137192945104,4.82214492655309,582.358746197096,-725.733592325134
"dip_dig-4",3.87130120852117,0.0778298634504004,1.08451054936756,0.524969191571668,0.152663296897483,16.5103332708263,-780.652124192455,-175.676859402699
"dip_dig-5",2.3063286736259,0.10365886416164,0.52116722629075,-0.778462930878613,0.147492743359723,7.6381631233836,1590.37595225817,-579.042949382296
"dry_int-1",4.71236127983221,0.0599185190828659,0.673035871668618,0.613938703912627,0.0232313217329416,11.9550599257064,296.038675987456,4248.35395659384
"dry_int-2",4.43089994363136,0.085746636755199,0.740251416341353,0.485557758409491,0.099671235812123,9.52379817875913,316.962883361417,-1558.77678097954
"dry_int-3",5.67552348387184,0.0750570639269952,0.463189294547501,0.501102973407751,0.013967651946756,6.44475437318393,217.82007133326,549.200112624603
"dry_int-4",5.28430870675204,0.0621722530339619,0.629101268432972,0.347917013304152,0.0255695051739013,11.0103607795198,393.520030576127,1764.02476827509
"dry_int-5",3.52573737312212,0.0448908277021124,0.723197328288374,0.804186011010505,0.171782693660981,16.9241797915475,387.618461513024,-227.754212526544
"eup_pur-1",14.9071754203832,0.0644412070761373,0.499496648284325,0.720142247609728,0.0553433377538606,7.8264041121311,364.822666695999,638.18183689236
"eup_pur-2",16.4555974736027,0.0741751075691856,0.586591383403626,0.444424412814095,0.138658725063596,8.07060496732485,529.208663858566,1041.89796161734
