species,individual,mag_x,no_stomata,sto_den,plant_group
lys_cil,1,0.622,10,16.07717042,Angio
lys_cil,1,0.622,11,17.68488746,Angio
lys_cil,1,0.622,10,16.07717042,Angio
lys_cil,1,0.622,8,12.86173633,Angio
lys_cil,4,0.622,15,24.11575563,Angio
lys_cil,4,0.622,17,27.33118971,Angio
lys_cil,4,0.622,15,24.11575563,Angio
lys_cil,4,0.622,16,25.72347267,Angio
lys_cil,4,0.622,14,22.50803859,Angio
lys_cil,4,0.622,13,20.90032154,Angio
lys_cil,4,0.622,15,24.11575563,Angio
lys_cil,4,0.622,12,19.2926045,Angio
lys_cil,7,0.622,17,27.33118971,Angio
lys_cil,7,0.622,16,25.72347267,Angio
lys_cil,7,0.622,20,32.15434084,Angio
lys_cil,7,0.622,15,24.11575563,Angio
lys_cil,7,0.622,18,28.93890675,Angio
lys_cil,7,0.622,16,25.72347267,Angio
lys_cil,7,0.622,15,24.11575563,Angio
lys_cil,7,0.622,18,28.93890675,Angio
lys_cil,8,0.622,15,24.11575563,Angio
lys_cil,8,0.622,15,24.11575563,Angio
lys_cil,8,0.622,15,24.11575563,Angio
lys_cil,8,0.622,19,30.54662379,Angio
lys_cil,8,0.622,12,19.2926045,Angio
lys_cil,8,0.622,19,30.54662379,Angio
lys_cil,8,0.622,21,33.76205788,Angio
lys_cil,8,0.622,13,20.90032154,Angio
lys_cil,9,0.622,18,28.93890675,Angio
lys_cil,9,0.622,16,25.72347267,Angio
lys_cil,9,0.622,20,32.15434084,Angio
lys_cil,9,0.622,21,33.76205788,Angio
lys_cil,9,0.622,18,28.93890675,Angio
lys_cil,9,0.622,21,33.76205788,Angio
lys_cil,9,0.622,17,27.33118971,Angio
lys_cil,9,0.622,21,33.76205788,Angio
age_alt,1,0.622,22,35.36977492,Angio
age_alt,1,0.622,27,43.40836013,Angio
age_alt,1,0.622,22,35.36977492,Angio
age_alt,1,0.622,19,30.54662379,Angio
age_alt,1,0.622,25,40.19292605,Angio
age_alt,1,0.622,20,32.15434084,Angio
age_alt,1,0.622,30,48.23151125,Angio
age_alt,1,0.622,32,51.44694534,Angio
age_alt,2,0.622,23,36.97749196,Angio
age_alt,2,0.622,30,48.23151125,Angio
age_alt,2,0.622,27,43.40836013,Angio
age_alt,2,0.622,29,46.62379421,Angio
age_alt,2,0.622,21,33.76205788,Angio
age_alt,2,0.622,25,40.19292605,Angio
age_alt,2,0.622,22,35.36977492,Angio
age_alt,2,0.622,27,43.40836013,Angio
age_alt,3,0.622,18,28.93890675,Angio
age_alt,3,0.622,16,25.72347267,Angio
age_alt,3,0.622,19,30.54662379,Angio
age_alt,3,0.622,18,28.93890675,Angio
age_alt,3,0.622,14,22.50803859,Angio
age_alt,3,0.622,18,28.93890675,Angio
age_alt,3,0.622,19,30.54662379,Angio
age_alt,3,0.622,15,24.11575563,Angio
age_alt,4,0.622,22,35.36977492,Angio
age_alt,4,0.622,20,32.15434084,Angio
age_alt,4,0.622,30,48.23151125,Angio
age_alt,4,0.622,27,43.40836013,Angio
age_alt,4,0.622,23,36.97749196,Angio
age_alt,4,0.622,23,36.97749196,Angio
age_alt,4,0.622,28,45.01607717,Angio
age_alt,4,0.622,19,30.54662379,Angio
age_alt,5,0.622,18,28.93890675,Angio
age_alt,5,0.622,25,40.19292605,Angio
age_alt,5,0.622,22,35.36977492,Angio
age_alt,5,0.622,17,27.33118971,Angio
age_alt,5,0.622,20,32.15434084,Angio
age_alt,5,0.622,22,35.36977492,Angio
age_alt,5,0.622,23,36.97749196,Angio
age_alt,5,0.622,33,53.05466238,Angio
eur_div,1,0.622,23,36.97749196,Angio
eur_div,1,0.622,23,36.97749196,Angio
eur_div,1,0.622,19,30.54662379,Angio
eur_div,1,0.622,24,38.585209,Angio
eur_div,1,0.622,12,19.2926045,Angio
eur_div,1,0.622,15,24.11575563,Angio
eur_div,1,0.622,15,24.11575563,Angio
eur_div,1,0.622,14,22.50803859,Angio
eur_div,2,0.622,14,22.50803859,Angio
eur_div,2,0.622,11,17.68488746,Angio
eur_div,2,0.622,25,40.19292605,Angio
eur_div,2,0.622,13,20.90032154,Angio
eur_div,2,0.622,8,12.86173633,Angio
eur_div,2,0.622,13,20.90032154,Angio
eur_div,2,0.622,19,30.54662379,Angio
eur_div,2,0.622,13,20.90032154,Angio
eur_div,3,0.622,12,19.2926045,Angio
eur_div,3,0.622,18,28.93890675,Angio
eur_div,3,0.622,7,11.25401929,Angio
eur_div,3,0.622,12,19.2926045,Angio
eur_div,3,0.622,15,24.11575563,Angio
eur_div,3,0.622,9,14.46945338,Angio
eur_div,3,0.622,14,22.50803859,Angio
eur_div,3,0.622,11,17.68488746,Angio
eur_div,4,0.622,12,19.2926045,Angio
eur_div,4,0.622,11,17.68488746,Angio
eur_div,4,0.622,9,14.46945338,Angio
eur_div,4,0.622,10,16.07717042,Angio
eur_div,4,0.622,13,20.90032154,Angio
eur_div,4,0.622,14,22.50803859,Angio
eur_div,4,0.622,10,16.07717042,Angio
eur_div,4,0.622,14,22.50803859,Angio
eur_div,5,0.622,14,22.50803859,Angio
eur_div,5,0.622,12,19.2926045,Angio
eur_div,5,0.622,13,20.90032154,Angio
eur_div,5,0.622,10,16.07717042,Angio
eur_div,5,0.622,11,17.68488746,Angio
eur_div,5,0.622,14,22.50803859,Angio
eur_div,5,0.622,17,27.33118971,Angio
eur_div,5,0.622,12,19.2926045,Angio
ath_fil,1,0.622,7,11.25401929,Fern
ath_fil,1,0.622,4,6.430868167,Fern
ath_fil,1,0.622,5,8.038585209,Fern
ath_fil,1,0.622,8,12.86173633,Fern
ath_fil,1,0.622,5,8.038585209,Fern
ath_fil,1,0.622,6,9.646302251,Fern
ath_fil,1,0.622,5,8.038585209,Fern
ath_fil,1,0.622,5,8.038585209,Fern
ath_fil,2,0.622,10,16.07717042,Fern
ath_fil,2,0.622,8,12.86173633,Fern
ath_fil,2,0.622,5,8.038585209,Fern
ath_fil,2,0.622,6,9.646302251,Fern
ath_fil,2,0.622,6,9.646302251,Fern
ath_fil,2,0.622,6,9.646302251,Fern
ath_fil,2,0.622,7,11.25401929,Fern
ath_fil,2,0.622,7,11.25401929,Fern
ath_fil,3,0.622,4,6.430868167,Fern
ath_fil,3,0.622,6,9.646302251,Fern
ath_fil,3,0.622,5,8.038585209,Fern
ath_fil,3,0.622,5,8.038585209,Fern
ath_fil,3,0.622,4,6.430868167,Fern
ath_fil,3,0.622,4,6.430868167,Fern
ath_fil,3,0.622,5,8.038585209,Fern
ath_fil,3,0.622,4,6.430868167,Fern
ath_fil,4,0.622,5,8.038585209,Fern
ath_fil,4,0.622,5,8.038585209,Fern
ath_fil,4,0.622,10,16.07717042,Fern
ath_fil,4,0.622,7,11.25401929,Fern
ath_fil,4,0.622,10,16.07717042,Fern
ath_fil,4,0.622,6,9.646302251,Fern
ath_fil,4,0.622,4,6.430868167,Fern
ath_fil,4,0.622,4,6.430868167,Fern
ath_fil,5,0.622,5,8.038585209,Fern
ath_fil,5,0.622,6,9.646302251,Fern
ath_fil,5,0.622,7,11.25401929,Fern
ath_fil,5,0.622,6,9.646302251,Fern
ath_fil,5,0.622,8,12.86173633,Fern
ath_fil,5,0.622,7,11.25401929,Fern
ath_fil,5,0.622,5,8.038585209,Fern
ath_fil,5,0.622,5,8.038585209,Fern
dry_int,2,0.622,6,9.646302251,Fern
dry_int,2,0.622,6,9.646302251,Fern
dry_int,2,0.622,10,16.07717042,Fern
dry_int,2,0.622,7,11.25401929,Fern
dry_int,2,0.622,12,19.2926045,Fern
dry_int,2,0.622,11,17.68488746,Fern
dry_int,2,0.622,4,6.430868167,Fern
dry_int,2,0.622,5,8.038585209,Fern
dry_int,5,0.622,11,17.68488746,Fern
dry_int,5,0.622,7,11.25401929,Fern
dry_int,5,0.622,8,12.86173633,Fern
dry_int,5,0.622,5,8.038585209,Fern
dry_int,5,0.622,5,8.038585209,Fern
dry_int,5,0.622,9,14.46945338,Fern
dry_int,5,0.622,8,12.86173633,Fern
dry_int,5,0.622,8,12.86173633,Fern
dry_int,6,0.622,8,12.86173633,Fern
dry_int,6,0.622,10,16.07717042,Fern
dry_int,6,0.622,6,9.646302251,Fern
dry_int,6,0.622,14,22.50803859,Fern
dry_int,6,0.622,7,11.25401929,Fern
dry_int,6,0.622,9,14.46945338,Fern
dry_int,6,0.622,5,8.038585209,Fern
dry_int,6,0.622,6,9.646302251,Fern
ono_sen,1,0.622,15,24.11575563,Fern
ono_sen,1,0.622,14,22.50803859,Fern
ono_sen,1,0.622,12,19.2926045,Fern
ono_sen,1,0.622,17,27.33118971,Fern
ono_sen,1,0.622,13,20.90032154,Fern
ono_sen,1,0.622,8,12.86173633,Fern
ono_sen,1,0.622,15,24.11575563,Fern
ono_sen,1,0.622,12,19.2926045,Fern
ono_sen,2,0.622,14,22.50803859,Fern
ono_sen,2,0.622,12,19.2926045,Fern
ono_sen,2,0.622,16,25.72347267,Fern
ono_sen,2,0.622,10,16.07717042,Fern
ono_sen,2,0.622,17,27.33118971,Fern
ono_sen,2,0.622,15,24.11575563,Fern
ono_sen,2,0.622,13,20.90032154,Fern
ono_sen,2,0.622,17,27.33118971,Fern
ono_sen,3,0.622,8,12.86173633,Fern
ono_sen,3,0.622,11,17.68488746,Fern
ono_sen,3,0.622,12,19.2926045,Fern
ono_sen,3,0.622,9,14.46945338,Fern
ono_sen,3,0.622,10,16.07717042,Fern
ono_sen,3,0.622,9,14.46945338,Fern
ono_sen,3,0.622,14,22.50803859,Fern
ono_sen,3,0.622,12,19.2926045,Fern
ono_sen,4,0.622,9,14.46945338,Fern
ono_sen,4,0.622,16,25.72347267,Fern
ono_sen,4,0.622,14,22.50803859,Fern
ono_sen,4,0.622,13,20.90032154,Fern
ono_sen,4,0.622,11,17.68488746,Fern
ono_sen,4,0.622,12,19.2926045,Fern
ono_sen,4,0.622,12,19.2926045,Fern
ono_sen,4,0.622,13,20.90032154,Fern
ono_sen,5,0.622,15,24.11575563,Fern
ono_sen,5,0.622,13,20.90032154,Fern
ono_sen,5,0.622,11,17.68488746,Fern
ono_sen,5,0.622,14,22.50803859,Fern
ono_sen,5,0.622,12,19.2926045,Fern
ono_sen,5,0.622,15,24.11575563,Fern
ono_sen,5,0.622,16,25.72347267,Fern
ono_sen,5,0.622,16,25.72347267,Fern
pol_acr,1,0.622,6,9.646302251,Fern
pol_acr,1,0.622,8,12.86173633,Fern
pol_acr,1,0.622,3,4.823151125,Fern
pol_acr,1,0.622,5,8.038585209,Fern
pol_acr,1,0.622,4,6.430868167,Fern
pol_acr,1,0.622,5,8.038585209,Fern
pol_acr,1,0.622,6,9.646302251,Fern
pol_acr,1,0.622,5,8.038585209,Fern
pol_acr,2,0.622,13,20.90032154,Fern
pol_acr,2,0.622,5,8.038585209,Fern
pol_acr,3,0.622,8,12.86173633,Fern
pol_acr,3,0.622,7,11.25401929,Fern
pol_acr,4,0.622,6,9.646302251,Fern
pol_acr,4,0.622,7,11.25401929,Fern
pol_acr,4,0.622,8,12.86173633,Fern
pol_acr,4,0.622,6,9.646302251,Fern
pol_acr,5,0.622,4,6.430868167,Fern
pol_acr,5,0.622,5,8.038585209,Fern
pte_aqu,3,0.622,12,19.2926045,Fern
pte_aqu,3,0.622,11,17.68488746,Fern
pte_aqu,3,0.622,9,14.46945338,Fern
pte_aqu,3,0.622,10,16.07717042,Fern
pte_aqu,3,0.622,9,14.46945338,Fern
pte_aqu,3,0.622,12,19.2926045,Fern
pte_aqu,3,0.622,16,25.72347267,Fern
pte_aqu,3,0.622,15,24.11575563,Fern
pte_aqu,4,0.622,12,19.2926045,Fern
pte_aqu,4,0.622,11,17.68488746,Fern
pte_aqu,4,0.622,7,11.25401929,Fern
pte_aqu,4,0.622,7,11.25401929,Fern
pte_aqu,4,0.622,14,22.50803859,Fern
pte_aqu,4,0.622,12,19.2926045,Fern
pte_aqu,4,0.622,11,17.68488746,Fern
pte_aqu,4,0.622,9,14.46945338,Fern
pte_aqu,5,0.622,6,9.646302251,Fern
pte_aqu,5,0.622,8,12.86173633,Fern
pte_aqu,5,0.622,14,22.50803859,Fern
pte_aqu,5,0.622,8,12.86173633,Fern
pte_aqu,5,0.622,11,17.68488746,Fern
pte_aqu,5,0.622,11,17.68488746,Fern
pte_aqu,5,0.622,11,17.68488746,Fern
pte_aqu,5,0.622,14,22.50803859,Fern
pte_aqu,6,0.622,9,14.46945338,Fern
pte_aqu,6,0.622,13,20.90032154,Fern
pte_aqu,6,0.622,11,17.68488746,Fern
pte_aqu,6,0.622,13,20.90032154,Fern
pte_aqu,6,0.622,14,22.50803859,Fern
pte_aqu,6,0.622,12,19.2926045,Fern
pte_aqu,6,0.622,16,25.72347267,Fern
pte_aqu,6,0.622,11,17.68488746,Fern
pte_aqu,7,0.622,13,20.90032154,Fern
pte_aqu,7,0.622,20,32.15434084,Fern
pte_aqu,7,0.622,14,22.50803859,Fern
pte_aqu,7,0.622,15,24.11575563,Fern
pte_aqu,7,0.622,16,25.72347267,Fern
pte_aqu,7,0.622,12,19.2926045,Fern
pte_aqu,7,0.622,15,24.11575563,Fern
pte_aqu,7,0.622,9,14.46945338,Fern
den_den,1,0.622,22,35.36977492,Lycophyte
den_den,1,0.622,26,41.80064309,Lycophyte
den_den,1,0.622,16,25.72347267,Lycophyte
den_den,1,0.622,19,30.54662379,Lycophyte
den_den,1,0.622,29,46.62379421,Lycophyte
den_den,1,0.622,22,35.36977492,Lycophyte
den_den,1,0.622,15,24.11575563,Lycophyte
den_den,1,0.622,14,22.50803859,Lycophyte
den_den,2,0.622,19,30.54662379,Lycophyte
den_den,2,0.622,26,41.80064309,Lycophyte
den_den,2,0.622,14,22.50803859,Lycophyte
den_den,2,0.622,16,25.72347267,Lycophyte
den_den,2,0.622,12,19.2926045,Lycophyte
den_den,2,0.622,14,22.50803859,Lycophyte
den_den,2,0.622,27,43.40836013,Lycophyte
den_den,2,0.622,22,35.36977492,Lycophyte
den_den,3,0.622,18,28.93890675,Lycophyte
den_den,3,0.622,17,27.33118971,Lycophyte
den_den,3,0.622,13,20.90032154,Lycophyte
den_den,3,0.622,20,32.15434084,Lycophyte
den_den,3,0.622,23,36.97749196,Lycophyte
den_den,3,0.622,18,28.93890675,Lycophyte
den_den,3,0.622,15,24.11575563,Lycophyte
den_den,3,0.622,19,30.54662379,Lycophyte
den_den,4,0.622,20,32.15434084,Lycophyte
den_den,4,0.622,21,33.76205788,Lycophyte
den_den,4,0.622,36,57.8778135,Lycophyte
den_den,4,0.622,20,32.15434084,Lycophyte
den_den,4,0.622,20,32.15434084,Lycophyte
den_den,4,0.622,21,33.76205788,Lycophyte
den_den,4,0.622,17,27.33118971,Lycophyte
den_den,4,0.622,14,22.50803859,Lycophyte
den_den,5,0.622,21,33.76205788,Lycophyte
den_den,5,0.622,21,33.76205788,Lycophyte
den_den,5,0.622,22,35.36977492,Lycophyte
den_den,5,0.622,24,38.585209,Lycophyte
den_den,5,0.622,20,32.15434084,Lycophyte
den_den,5,0.622,19,30.54662379,Lycophyte
den_den,5,0.622,25,40.19292605,Lycophyte
den_den,5,0.622,20,32.15434084,Lycophyte
dip_dig,1,0.622,19,30.54662379,Lycophyte
dip_dig,1,0.622,16,25.72347267,Lycophyte
dip_dig,1,0.622,22,35.36977492,Lycophyte
dip_dig,1,0.622,17,27.33118971,Lycophyte
dip_dig,1,0.622,19,30.54662379,Lycophyte
dip_dig,1,0.622,19,30.54662379,Lycophyte
dip_dig,1,0.622,23,36.97749196,Lycophyte
dip_dig,1,0.622,22,35.36977492,Lycophyte
dip_dig,2,0.622,21,33.76205788,Lycophyte
dip_dig,2,0.622,21,33.76205788,Lycophyte
dip_dig,2,0.622,20,32.15434084,Lycophyte
dip_dig,2,0.622,18,28.93890675,Lycophyte
dip_dig,2,0.622,25,40.19292605,Lycophyte
dip_dig,2,0.622,26,41.80064309,Lycophyte
dip_dig,2,0.622,22,35.36977492,Lycophyte
dip_dig,2,0.622,21,33.76205788,Lycophyte
dip_dig,3,0.622,25,40.19292605,Lycophyte
dip_dig,3,0.622,18,28.93890675,Lycophyte
dip_dig,3,0.622,22,35.36977492,Lycophyte
dip_dig,3,0.622,22,35.36977492,Lycophyte
dip_dig,3,0.622,27,43.40836013,Lycophyte
dip_dig,3,0.622,22,35.36977492,Lycophyte
dip_dig,3,0.622,21,33.76205788,Lycophyte
dip_dig,3,0.622,22,35.36977492,Lycophyte
dip_dig,4,0.622,26,41.80064309,Lycophyte
dip_dig,4,0.622,23,36.97749196,Lycophyte
dip_dig,4,0.622,23,36.97749196,Lycophyte
dip_dig,4,0.622,21,33.76205788,Lycophyte
dip_dig,4,0.622,22,35.36977492,Lycophyte
dip_dig,4,0.622,19,30.54662379,Lycophyte
dip_dig,4,0.622,17,27.33118971,Lycophyte
dip_dig,4,0.622,22,35.36977492,Lycophyte
dip_dig,5,0.622,20,32.15434084,Lycophyte
dip_dig,5,0.622,22,35.36977492,Lycophyte
dip_dig,5,0.622,21,33.76205788,Lycophyte
dip_dig,5,0.622,19,30.54662379,Lycophyte
dip_dig,5,0.622,18,28.93890675,Lycophyte
dip_dig,5,0.622,17,27.33118971,Lycophyte
dip_dig,5,0.622,21,33.76205788,Lycophyte
dip_dig,5,0.622,16,25.72347267,Lycophyte
lyc_cla,1,0.622,7,11.25401929,Lycophyte
lyc_cla,1,0.622,8,12.86173633,Lycophyte
lyc_cla,1,0.622,8,12.86173633,Lycophyte
lyc_cla,1,0.622,6,9.646302251,Lycophyte
lyc_cla,1,0.622,5,8.038585209,Lycophyte
lyc_cla,1,0.622,6,9.646302251,Lycophyte
lyc_cla,1,0.622,5,8.038585209,Lycophyte
lyc_cla,2,0.622,5,8.038585209,Lycophyte
lyc_cla,2,0.622,4,6.430868167,Lycophyte
lyc_cla,2,0.622,6,9.646302251,Lycophyte
lyc_cla,2,0.622,4,6.430868167,Lycophyte
lyc_cla,2,0.622,4,6.430868167,Lycophyte
lyc_cla,2,0.622,5,8.038585209,Lycophyte
lyc_cla,2,0.622,6,9.646302251,Lycophyte
lyc_cla,2,0.622,5,8.038585209,Lycophyte
lyc_cla,3,0.622,4,6.430868167,Lycophyte
lyc_cla,3,0.622,3,4.823151125,Lycophyte
lyc_cla,3,0.622,5,8.038585209,Lycophyte
lyc_cla,3,0.622,4,6.430868167,Lycophyte
lyc_cla,3,0.622,5,8.038585209,Lycophyte
lyc_cla,3,0.622,6,9.646302251,Lycophyte
lyc_cla,3,0.622,6,9.646302251,Lycophyte
lyc_cla,3,0.622,4,6.430868167,Lycophyte
lyc_cla,4,0.622,6,9.646302251,Lycophyte
lyc_cla,4,0.622,4,6.430868167,Lycophyte
lyc_cla,4,0.622,4,6.430868167,Lycophyte
lyc_cla,4,0.622,7,11.25401929,Lycophyte
lyc_cla,4,0.622,10,16.07717042,Lycophyte
lyc_cla,4,0.622,9,14.46945338,Lycophyte
lyc_cla,4,0.622,7,11.25401929,Lycophyte
lyc_cla,4,0.622,8,12.86173633,Lycophyte
lyc_cla,5,0.622,7,11.25401929,Lycophyte
lyc_cla,5,0.622,6,9.646302251,Lycophyte
lyc_cla,5,0.622,6,9.646302251,Lycophyte
lyc_cla,5,0.622,5,8.038585209,Lycophyte
lyc_cla,5,0.622,5,8.038585209,Lycophyte
lyc_cla,5,0.622,4,6.430868167,Lycophyte
lyc_cla,5,0.622,6,9.646302251,Lycophyte
lyc_cla,5,0.622,5,8.038585209,Lycophyte
lyc_cla,1,0.622,6,9.646302251,Lycophyte
