species,individual,PARi,Photo,Cond,Ci,Trmmol
eup_pur,2,201.0296326,8.326658772,0.21111896,314.9386017,2.018739704
eup_pur,2,249.665802,9.392371023,0.216331011,306.9571318,2.080930351
eup_pur,2,300.329895,10.21825334,0.22016556,300.9553567,2.129493156
eup_pur,2,349.8469543,10.87879424,0.226540177,297.2879809,2.26848109
eup_pur,2,399.4754333,11.30521777,0.224199512,292.7094926,2.281322115
eup_pur,2,499.5331421,12.20062745,0.231803223,287.3506488,2.49010227
eup_pur,2,600.515686,12.78509538,0.229679893,281.3242702,2.608177559
eup_pur,2,801.1815796,13.51459328,0.225734805,272.9262873,2.775516802
eup_pur,2,1000.379333,13.92189774,0.219980372,266.3210259,2.93507592
eup_pur,2,1199.478027,14.12512945,0.210530428,259.4562234,3.01628399
eup_pur,3,1.367865324,-0.939676134,0.111821104,403.8780204,1.623009886
eup_pur,3,4.659945011,-0.490049381,0.124333038,396.6933809,1.708079732
eup_pur,3,10.53713799,0.053077547,0.151133142,389.9225291,1.902402425
eup_pur,3,14.99557018,0.121539782,0.176477983,389.7089544,2.05878225
eup_pur,3,23.87555313,0.494737591,0.223487736,386.8364736,2.492010376
eup_pur,3,49.04229355,2.148678204,0.284393312,376.4940325,2.897140361
eup_pur,3,100.4875412,4.991185903,0.332117105,360.036075,3.042850066
eup_pur,3,151.0175476,7.282134404,0.363540117,348.648741,3.157785173
eup_pur,3,199.2920685,8.923439728,0.376703876,340.4327142,3.217883429
eup_pur,3,249.6454926,10.25301948,0.388795043,334.0275881,3.312426969
eup_pur,3,300.2843323,11.49238641,0.402425614,328.4878284,3.371481565
eup_pur,3,349.3499451,12.22344944,0.387560307,322.6740902,3.208812774
eup_pur,3,400.2138672,12.7726641,0.382152769,318.5740761,3.227208385
eup_pur,3,500.7156067,13.6401713,0.382028267,313.2150128,3.347425213
eup_pur,3,599.8116455,14.1588044,0.376487886,309.0899743,3.409247104
eup_pur,3,800.2758789,15.00875554,0.375620178,303.5314997,3.575319146
eup_pur,3,999.006958,15.51306354,0.368811886,299.1272902,3.66547294
eup_pur,3,1200.605103,15.78798379,0.369683268,297.1736937,3.917913356
eup_pur,4,1.422437429,-1.318540812,0.037776519,441.9675156,0.80269179
eup_pur,4,5.074747086,-0.798830351,0.038333689,419.6669418,0.767217695
eup_pur,4,10.82674408,-0.230234969,0.041632026,395.2616917,0.80585635
eup_pur,4,15.39577389,0.008216379,0.049068245,386.3054255,0.928098131
eup_pur,4,24.49024391,0.421472076,0.059254765,374.8887237,1.097686999
eup_pur,4,51.29347992,1.95314058,0.071446799,340.5787699,1.269341719
eup_pur,4,99.7537384,3.952795108,0.088338083,310.2627875,1.491291503
eup_pur,4,150.1672363,5.671996911,0.109886807,296.8032373,1.811210894
eup_pur,4,199.8542328,7.336411941,0.126650595,284.3409277,2.043191353
eup_pur,4,251.2208862,8.45630589,0.145986902,282.5245907,2.351501297
eup_pur,4,298.9347229,9.61181401,0.166816447,281.4705165,2.620987044
eup_pur,4,350.5516663,10.36410448,0.189510254,285.0059748,2.920856802
eup_pur,4,400.2891235,11.44970891,0.224199888,288.9780996,3.333598199
eup_pur,4,499.7643738,12.58168212,0.248259897,287.7515814,3.656276252
eup_pur,4,601.0066528,13.54308804,0.268639027,285.4235002,4.079427099
eup_pur,4,800.680603,14.51080067,0.293619215,285.0029821,4.546368326
eup_pur,4,999.3613281,14.9084188,0.305066451,284.6637942,4.859615361
eup_pur,4,1200.040039,15.42449428,0.301185863,280.4350372,4.916955996
eup_pur,5,1.534518123,-1.808792082,0.057087804,443.1827249,0.841774681
eup_pur,5,4.932886124,-1.425392961,0.059572121,430.1723735,0.848408739
eup_pur,5,11.22054577,-0.759281322,0.063795885,409.9123438,0.887359266
eup_pur,5,15.49882317,-0.483559493,0.068812502,401.5891938,0.945344217
eup_pur,5,24.82963371,0.139479986,0.077694283,385.8220138,1.091823632
eup_pur,5,50.16125107,1.529939887,0.090045319,358.413477,1.267483641
eup_pur,5,101.3557281,4.04840331,0.10716194,319.9043299,1.481154218
eup_pur,5,149.9949646,6.198395904,0.128165376,298.4404824,1.696973982
eup_pur,5,200.484436,8.048875855,0.146033975,283.6279406,1.747375843
eup_pur,5,249.4273682,7.730939249,0.165076109,297.745397,1.861009603
eup_pur,5,299.8022766,9.084131027,0.186704306,291.604577,2.0658776
eup_pur,5,349.2452698,10.19804131,0.211334596,289.2208683,2.295320654
eup_pur,5,400.8739624,11.35178049,0.238118777,287.4888718,2.550851784
eup_pur,5,499.310791,12.61286618,0.259390893,282.624625,2.764087103
eup_pur,5,600.9221191,13.83545617,0.281213681,278.7330439,3.023048937
eup_pur,5,801.0880737,15.17165313,0.296036566,271.8807917,3.239095884
eup_pur,5,998.6737671,16.01648779,0.303540657,267.1189263,3.449695359
eup_pur,5,1199.101807,16.59836823,0.296005257,260.5082709,3.515242131
eur_div,1,2.017480612,-0.257910876,0.006030699,448.2824977,0.173809305
eur_div,1,5.554653645,-0.02128995,0.005954308,387.7304594,0.161169592
eur_div,1,10.72760773,0.112972662,0.00671663,356.1115634,0.175639425
eur_div,1,14.90658665,0.245963859,0.007261757,329.421504,0.185743263
eur_div,1,25.85874748,0.649817599,0.009021592,269.2258112,0.226442574
eur_div,1,50.31358719,1.057447341,0.010944034,230.2397388,0.265261031
eur_div,1,100.3361282,1.618149001,0.015206915,213.9414114,0.354083421
eur_div,1,199.8638153,2.685452712,0.023798171,200.0148099,0.541310285
eur_div,1,249.6668396,3.106800223,0.027374338,198.8712807,0.598930642
eur_div,1,299.5808716,3.486718927,0.032214168,206.7013176,0.686965264
eur_div,1,348.8257141,3.874547531,0.03664551,210.3731347,0.740595701
eur_div,1,400.054657,3.936205082,0.038140254,214.6565332,0.743977253
eur_div,1,498.971283,3.960311573,0.037147978,209.9019162,0.702531306
eur_div,1,601.0264282,4.21077012,0.039165926,208.3175844,0.722242632
eur_div,1,699.456543,4.427103275,0.044627202,220.814648,0.819509002
eur_div,1,798.9371948,4.413010661,0.044082606,219.3190229,0.800205989
eur_div,2,0.323152065,-0.286471186,0.015634779,417.5640641,0.302757419
eur_div,2,6.0286479,0.288808063,0.01884248,363.4156322,0.361012766
eur_div,2,10.23284626,0.460873082,0.023567976,356.1809851,0.45272753
eur_div,2,14.58228397,0.786177825,0.029141247,343.744088,0.560303251
eur_div,2,24.24972725,1.288886322,0.033785665,324.8905268,0.645038593
eur_div,2,50.27799988,2.353795023,0.038830294,286.8570863,0.734795407
eur_div,2,100.5054779,3.625186888,0.046100298,255.4334174,0.865312034
eur_div,2,199.8383179,4.715879227,0.054976586,241.2915082,1.023255458
eur_div,2,249.4523163,4.889626946,0.057418793,241.7981327,1.070392656
eur_div,2,301.0830078,5.113720999,0.058853781,238.4217506,1.105379066
eur_div,2,349.785675,5.186005732,0.059860127,238.2696039,1.142320853
eur_div,2,400.4239197,5.250528716,0.061259929,239.4848973,1.182149125
eur_div,2,500.6679077,5.391267176,0.062982486,239.0008612,1.238890509
eur_div,2,600.7022095,5.420796423,0.064824522,241.7714207,1.296190725
eur_div,2,700.359314,5.585722393,0.066275636,240.2390225,1.351298625
eur_div,2,799.666748,5.495883148,0.065890025,241.4534475,1.369740381
eur_div,3,0.297764927,-0.206108906,0.012091448,414.530976,0.254932472
eur_div,3,6.144598007,0.291197307,0.01574828,357.5216596,0.32558311
eur_div,3,10.16911411,0.607091929,0.019644374,337.458988,0.399701584
eur_div,3,14.59290981,0.736113382,0.024618519,337.5942139,0.494343051
eur_div,3,24.0054245,1.276495507,0.029641129,315.6875953,0.589872851
eur_div,3,50.08147049,2.220784017,0.032924681,274.9347886,0.653441835
eur_div,3,100.0432892,3.288301076,0.041918599,255.1369157,0.819055171
eur_div,3,199.3659973,4.663368537,0.0577049,248.1296576,1.096901231
eur_div,3,250.6972351,4.85233583,0.060985183,249.5918395,1.157425272
eur_div,3,300.48349,5.011112774,0.061955486,247.145112,1.175465655
eur_div,3,351.2259521,5.148694645,0.062603332,244.726199,1.190673574
eur_div,3,399.7506409,5.191083871,0.063436208,245.1321402,1.221534913
eur_div,3,500.124054,5.23200412,0.064087099,245.0914477,1.249595179
eur_div,3,600.1448364,5.207639924,0.063312559,243.9286323,1.253793738
eur_div,3,699.4918823,5.236593884,0.063057882,242.3684647,1.280762193
eur_div,3,798.9648438,5.240097542,0.062787798,241.5086213,1.302496869
eur_div,4,0.281296045,-0.270700852,0.010685757,424.8776254,0.251309562
eur_div,4,6.23732233,0.217988166,0.013493768,358.8062734,0.31032727
eur_div,4,10.26458454,0.434314415,0.017285254,344.2653061,0.394046609
eur_div,4,14.71465778,0.682836756,0.022068615,334.6565109,0.49444837
eur_div,4,24.1699791,1.15382957,0.028638483,318.9667524,0.62825261
eur_div,4,50.17021561,2.188461381,0.036451658,285.507388,0.784973778
eur_div,4,100.1706238,3.348979449,0.042614698,253.665863,0.909208927
eur_div,4,199.4893036,4.484435029,0.052522211,240.4027776,1.098748164
eur_div,4,250.6112671,4.902409449,0.058666874,242.242044,1.226263611
eur_div,4,300.2588196,5.093960688,0.061743396,243.3773947,1.287909263
eur_div,4,349.0500793,5.238082381,0.063957129,243.9413297,1.339641929
eur_div,4,399.4948425,5.326626368,0.064524184,242.7211701,1.35200897
eur_div,4,499.8651428,5.411894576,0.06330818,237.9050931,1.337950195
eur_div,4,599.8355103,5.36880922,0.062621782,237.479331,1.330848192
eur_div,4,699.2650146,5.474940313,0.064165216,237.8939653,1.371554502
eur_div,4,800.4659424,5.434452209,0.064066834,238.5906312,1.376348936
eur_div,5,0,-0.309265322,0.008279674,441.8154403,0.21236126
eur_div,5,5,0.171837546,0.009739382,354.7208738,0.246888798
eur_div,5,10,0.291559166,0.011352733,341.8150927,0.287025453
eur_div,5,15,0.599392782,0.014018693,314.4214649,0.353194088
eur_div,5,25,1.026982686,0.018161082,291.9465554,0.452454662
eur_div,5,50,1.89923318,0.023679211,252.8983698,0.577289713
eur_div,5,100,2.951113063,0.028603911,214.6120161,0.687672213
eur_div,5,200,3.89964854,0.03698903,208.8546848,0.875804561
eur_div,5,250,4.258349153,0.04019841,207.1969692,0.952799273
eur_div,5,300,4.445211628,0.042255586,207.9315308,1.003263305
eur_div,5,350,4.534012299,0.043952276,210.8339567,1.045833556
eur_div,5,400,4.62542881,0.045812361,214.1309995,1.09132725
eur_div,5,500,4.721383511,0.045842328,210.5481204,1.113296565
eur_div,5,600,4.835723359,0.048683576,215.8443711,1.194725554
eur_div,5,700,4.944587388,0.050022174,216.2691773,1.24417661
eur_div,5,800,4.855444763,0.048017988,212.9071551,1.212389811
imp_pal,1,0.174260199,-0.279283742,0.020498709,405.2927449,0.53673385
imp_pal,1,5.999088287,0.185778699,0.020644416,368.8420093,0.54104228
imp_pal,1,9.858170509,0.285672046,0.020901273,361.0894467,0.550457181
imp_pal,1,14.26040745,0.311289666,0.021234428,359.4478096,0.560991513
imp_pal,1,23.71953011,0.358522149,0.02166421,356.3989005,0.569766456
imp_pal,1,49.54664612,0.721490493,0.023138497,332.6819226,0.608696341
imp_pal,1,101.2177658,1.116002067,0.025384838,311.2319845,0.666476818
imp_pal,1,199.7997589,2.249050226,0.032585615,269.2068918,0.852828642
imp_pal,1,250.963623,2.356233417,0.034351333,269.3297623,0.902737601
imp_pal,1,300.2782288,2.482021931,0.03548867,266.9246312,0.940179341
imp_pal,1,348.7306519,2.59928409,0.036929772,265.8216552,0.985876378
imp_pal,1,400.8381042,2.846811804,0.039866021,263.7344599,1.065041452
imp_pal,1,498.6031494,3.11185817,0.042991433,261.289006,1.153100266
imp_pal,1,599.9028931,3.170990506,0.044998043,263.9482431,1.223002646
imp_pal,1,698.9411621,3.177978371,0.044965898,263.5014406,1.235686149
imp_pal,1,799.2716675,3.154258016,0.045448252,265.3276094,1.260968045
imp_pal,2,0.115948424,-0.30054,0.020728,406.5356,0.518783
imp_pal,2,5.922115326,0.249074,0.02116,364.2222,0.525488
imp_pal,2,9.896749496,0.447412,0.022064,350.3934,0.550396
imp_pal,2,14.24297905,0.436519,0.023503,352.9135,0.585643
imp_pal,2,23.7417469,0.930784,0.026104,325.2208,0.648586
imp_pal,2,49.68600082,1.745777,0.033132,296.131,0.81646
imp_pal,2,101.2076111,3.001852,0.046761,275.2679,1.123543
imp_pal,2,199.8204041,4.093101,0.059656,265.8508,1.413668
imp_pal,2,250.6040192,4.43034,0.066722,268.549,1.573069
imp_pal,2,299.8404541,4.708319,0.07283,270.7074,1.701374
imp_pal,2,350.3415222,4.923919,0.078227,272.8316,1.826969
imp_pal,2,400.5471497,5.057802,0.080766,272.9698,1.894314
imp_pal,2,499.9692383,5.09406,0.081833,273.2388,1.941801
imp_pal,2,599.3068237,5.116343,0.083084,275.167,1.989179
imp_pal,2,699.8822021,5.269783,0.087182,276.3828,2.108423
imp_pal,2,799.9824219,5.462511,0.095722,281.144,2.317791
imp_pal,3,0.113204986,-0.204848358,0.017719955,404.0410889,0.391463847
imp_pal,3,6.020415306,0.213623709,0.01849345,367.0587313,0.407361892
imp_pal,3,10.06597424,0.414529428,0.019851779,351.9599224,0.439193271
imp_pal,3,14.45144939,0.629700502,0.021693163,338.6224373,0.481757436
imp_pal,3,23.80259132,1.017291562,0.025701323,321.1014344,0.56893884
imp_pal,3,49.78380966,1.979050382,0.033517403,288.2720844,0.733733694
imp_pal,3,101.2692413,3.323313908,0.044930693,261.5857561,0.963033425
imp_pal,3,199.9262695,4.435642434,0.055856981,249.7287735,1.187420168
imp_pal,3,251.0518646,4.838130814,0.064606281,255.8563668,1.356438559
imp_pal,3,300.2840881,5.124911029,0.068924271,255.8528521,1.458497193
imp_pal,3,348.8662109,5.305568831,0.072649979,256.8962966,1.549903639
imp_pal,3,400.8847656,5.448474961,0.076952915,259.9005534,1.65875698
imp_pal,3,500.3010864,5.603060116,0.080953881,261.7686019,1.764303103
imp_pal,3,599.5461426,5.83175286,0.085475571,262.6861449,1.885354734
imp_pal,3,700.1953735,5.978664318,0.091596241,266.7891935,2.032573686
imp_pal,3,800.5842896,6.181524527,0.100254439,271.9282959,2.22207893
imp_pal,4,0.666911781,-0.27080783,0.017698265,411.9492463,0.327850651
imp_pal,4,5.345763683,-0.015843147,0.017647092,388.9021359,0.319420144
imp_pal,4,10.59397888,0.19973813,0.018388668,369.9767279,0.331714235
imp_pal,4,15.11199951,0.399612865,0.019038249,353.8353636,0.338401475
imp_pal,4,24.56401634,0.565976947,0.020078304,342.1669192,0.349854759
imp_pal,4,50.48611069,1.255096161,0.023945535,302.4477992,0.412104388
imp_pal,4,100.5577087,1.861397736,0.027846299,278.0918173,0.479966505
imp_pal,4,199.8227692,3.446057005,0.04119833,247.7098407,0.695262775
imp_pal,4,251.0290833,3.980734387,0.046912342,244.5400399,0.78414131
imp_pal,4,300.8200684,4.297115164,0.050672884,243.9640651,0.838310852
imp_pal,4,349.6383667,4.734964748,0.056865949,245.231067,0.936273745
imp_pal,4,399.9759827,4.877434283,0.060164722,248.3220505,0.988495385
imp_pal,4,500.4354248,5.050207117,0.062332367,247.9152507,1.037115153
imp_pal,4,600.2147217,5.197095195,0.062747439,244.7042724,1.059348897
imp_pal,4,699.8070679,5.14624327,0.062807685,246.0544714,1.080258063
imp_pal,4,799.4435425,5.09458194,0.062389992,246.3292251,1.084598418
imp_pal,5,0.570856631,-0.362233651,0.037365564,404.6378488,0.645335141
imp_pal,5,6.226003647,0.233514696,0.040178639,378.8804472,0.686111133
imp_pal,5,10.2383852,0.458148057,0.043566976,371.0406784,0.730243102
imp_pal,5,14.81926155,0.730614059,0.049803083,364.0463528,0.808093371
imp_pal,5,24.43638611,1.349790221,0.062707966,352.0484227,0.978442328
imp_pal,5,50.31521988,2.51211781,0.08839286,338.3240243,1.29510806
imp_pal,5,100.3766556,4.07979902,0.130334446,330.285398,1.753845019
imp_pal,5,199.5615234,5.070808382,0.170596,330.519781,2.151806443
imp_pal,5,250.8391724,5.233315481,0.18217599,331.7095301,2.249891355
imp_pal,5,298.9251709,5.498395566,0.184955513,329.4436298,2.289725294
imp_pal,5,349.3551025,5.540243752,0.190526774,330.332544,2.367304904
imp_pal,5,399.8548279,5.559194054,0.197815418,331.4609794,2.47578858
imp_pal,5,499.6390076,5.67389562,0.201182056,330.9068977,2.584385029
imp_pal,5,599.5494995,5.751211876,0.203591715,330.5598521,2.6472413
imp_pal,5,699.0908203,5.815103533,0.203025641,329.463045,2.719695972
imp_pal,5,799.9723511,5.700002587,0.203656495,330.4929673,2.756226135
lyc_cla,1,0,-0.197127952,0.030611601,404.2809382,0.251980592
lyc_cla,1,5,0.13030769,0.030079515,386.6403966,0.242246648
lyc_cla,1,10,0.306863916,0.030483263,377.2957784,0.244596387
lyc_cla,1,15,0.64908699,0.030791205,359.3994857,0.247866633
lyc_cla,1,25,0.994384036,0.030657433,340.7154781,0.246595706
lyc_cla,1,50,1.693315188,0.030322332,302.213296,0.244212276
lyc_cla,1,100,2.451249435,0.031627299,266.3315117,0.257466847
lyc_cla,1,150,2.736946434,0.030888454,248.1354443,0.253796385
lyc_cla,1,200,2.889312073,0.031193679,241.540666,0.256119591
lyc_cla,1,250,2.984787857,0.031664903,238.8341974,0.261994009
lyc_cla,1,300,3.021817058,0.030868728,232.9719634,0.255990918
lyc_cla,1,350,3.058824954,0.031309575,233.2362427,0.262236049
lyc_cla,1,400,3.096338461,0.031176496,230.5434751,0.261097783
lyc_cla,1,500,3.118164959,0.031150769,229.4085925,0.262639396
lyc_cla,1,600,3.108028832,0.032112911,234.537183,0.276774013
lyc_cla,2,0,-0.229452862,0.021918518,410.5442521,0.196892434
lyc_cla,2,5,0.183647302,0.021489216,379.9025469,0.190479435
lyc_cla,2,10,0.324462498,0.021894843,369.8331367,0.193963886
lyc_cla,2,15,0.610902109,0.02018938,345.0719139,0.175780363
lyc_cla,2,25,0.735334392,0.019719277,333.5245078,0.169319513
lyc_cla,2,50,1.320873595,0.020244027,288.2131714,0.176385702
lyc_cla,2,100,1.864286814,0.020869272,249.0649064,0.186453554
lyc_cla,2,150,2.000505871,0.022325377,248.4532547,0.202524361
lyc_cla,2,200,2.197233189,0.020296505,218.5994927,0.184469916
lyc_cla,2,250,2.190197799,0.021702557,230.2683319,0.198901411
lyc_cla,2,300,2.351662868,0.022565435,224.8147859,0.208943623
lyc_cla,2,350,2.339697142,0.021758958,219.5210357,0.201481367
lyc_cla,2,400,2.317557248,0.022751142,228.5371034,0.211626857
lyc_cla,2,500,2.397455315,0.023504689,228.2740699,0.219850771
lyc_cla,2,600,2.545674429,0.024202461,223.0421025,0.22803075
lyc_cla,3,0,-0.289856542,0.034199445,407.8823297,0.297262475
lyc_cla,3,5,0.059931806,0.029556988,390.6335461,0.248102031
lyc_cla,3,10,0.388405043,0.027808956,371.3066014,0.230499771
lyc_cla,3,15,0.410208909,0.029011614,370.8357745,0.243233057
lyc_cla,3,25,0.744599391,0.026402945,347.8585763,0.22711623
lyc_cla,3,50,1.369835281,0.026983459,310.9883068,0.238365799
lyc_cla,3,100,1.761526924,0.02585236,282.4868449,0.240059855
lyc_cla,3,150,2.013965909,0.028235729,277.0480072,0.268952781
lyc_cla,3,200,2.108940884,0.028128487,270.8067385,0.273633158
lyc_cla,3,250,2.283727428,0.029084836,265.2711771,0.28811921
lyc_cla,3,300,2.366860145,0.028397489,257.5213839,0.284021938
lyc_cla,3,350,2.005912365,0.028275123,277.5796329,0.28580042
lyc_cla,3,400,2.37631078,0.029419682,261.6442941,0.301777179
lyc_cla,3,500,2.324341193,0.030592165,269.2850229,0.320291083
lyc_cla,3,600,2.346824978,0.029910344,265.1853911,0.316693646
lyc_cla,4,0,-0.259767897,0.01966928,414.8046499,0.210319413
lyc_cla,4,5,0.171413532,0.017910842,378.1233591,0.184816714
lyc_cla,4,10,0.369299903,0.018420384,361.2777418,0.184609805
lyc_cla,4,15,0.473334752,0.01863486,352.5339559,0.182848507
lyc_cla,4,25,0.79299177,0.018187369,323.0523941,0.177502155
lyc_cla,4,50,1.000982479,0.016627053,296.1717751,0.162955027
lyc_cla,4,100,1.287994855,0.013956599,243.8102178,0.139983536
lyc_cla,4,150,1.464804721,0.011831983,193.4904919,0.120337446
lyc_cla,4,200,1.531191052,0.011928049,186.2717882,0.124270139
lyc_cla,4,250,1.524165541,0.012559595,197.4542556,0.133995877
lyc_cla,4,300,1.609439985,0.012242571,181.3204468,0.133617502
lyc_cla,4,350,1.610482559,0.012987921,193.0950634,0.144074063
lyc_cla,4,400,1.496510532,0.013968033,220.0091567,0.155440523
lyc_cla,4,500,1.584307325,0.016002386,232.8408322,0.180736066
lyc_cla,4,600,1.571048841,0.016504556,239.0991774,0.186590509
lyc_cla,5,0,-0.171709534,0.007365447,429.3173384,0.086614966
lyc_cla,5,5,0.151186855,0.006355211,354.3219795,0.073363097
lyc_cla,5,10,0.239045094,0.006371545,332.3012947,0.074093833
lyc_cla,5,15,0.342115651,0.006396647,306.928586,0.074624461
lyc_cla,5,25,0.465811374,0.006223695,272.8014728,0.073141385
lyc_cla,5,50,0.65020746,0.007057071,245.1784066,0.083327838
lyc_cla,5,100,0.715777416,0.007010839,229.327401,0.082921322
lyc_cla,5,150,0.71407049,0.007470824,238.8436047,0.089269111
lyc_cla,5,200,0.698437641,0.007065563,233.6893482,0.085227054
lyc_cla,5,250,0.747098268,0.007767207,237.7763331,0.093958596
lyc_cla,5,300,0.78259837,0.007472535,224.38203,0.090397256
lyc_cla,5,350,0.753746149,0.007634478,233.9460994,0.093300353
lyc_cla,5,400,0.836859096,0.007419501,211.5295002,0.091344444
lyc_cla,5,500,0.866191039,0.007614949,209.9522832,0.095591983
lys_cil,1,0,-0.489369373,0.024365775,420.2858727,0.416968311
lys_cil,1,5,-0.025048473,0.027371915,389.2501582,0.455821551
lys_cil,1,10,0.296572202,0.031425068,371.983052,0.523338699
lys_cil,1,15,0.639648156,0.034471589,356.9595178,0.572575184
lys_cil,1,25,1.233927785,0.038702646,334.5305908,0.640305853
lys_cil,1,50,2.477129706,0.042068647,288.7589744,0.702046499
lys_cil,1,100,4.02400456,0.048560994,247.0548841,0.818779055
lys_cil,1,150,4.960517323,0.051357192,223.029913,0.878452958
lys_cil,1,200,5.31392196,0.054062954,219.2752032,0.925606096
lys_cil,1,300,5.785268337,0.056197488,210.5422194,0.977776138
lys_cil,1,350,6.100646263,0.058784326,208.377236,1.04294603
lys_cil,1,400,6.143583049,0.06085402,212.7700138,1.082826128
lys_cil,1,500,6.273874215,0.062136784,212.5245981,1.096095965
lys_cil,1,600,6.443486816,0.063881958,212.3636885,1.112067667
lys_cil,1,700,6.672744819,0.065960314,211.9699406,1.122433666
lys_cil,1,800,6.71849674,0.068752408,217.7355426,1.138472398
lys_cil,1,850,6.819992071,0.071738101,222.2335231,1.12778491
lys_cil,2,0,-1.587391134,0.010684317,613.095855,0.356703506
lys_cil,2,5,-1.175860672,0.009566617,574.208239,0.295576769
lys_cil,2,10,-0.868794627,0.009312018,527.1855546,0.290774616
lys_cil,2,15,-0.624565445,0.009103201,487.4731709,0.293949769
lys_cil,2,25,-0.019479322,0.010602379,382.8884754,0.341405342
lys_cil,2,50,0.176274977,0.012014906,355.5106483,0.372780015
lys_cil,2,100,0.840751039,0.014842794,289.2467369,0.445652981
lys_cil,2,200,1.763122933,0.018795613,229.5535318,0.562912321
lys_cil,2,300,2.349479022,0.023257126,216.2050131,0.731541295
lys_cil,2,400,3.06524981,0.029142615,206.9607337,0.918094606
lys_cil,2,600,3.510658147,0.032754382,202.780918,1.028615217
lys_cil,2,800,3.377128973,0.032996701,210.719209,1.053750967
lys_cil,2,1000,3.496603192,0.031004207,194.2696992,0.995009939
lys_cil,2,1500,3.459665239,0.03116327,196.5442507,1.071533085
lys_cil,3,0,-0.666744661,0.011857567,475.3657248,0.258064747
lys_cil,3,5,-0.151739927,0.013072506,404.4632798,0.278304094
lys_cil,3,10,0.032293382,0.015561484,382.6310194,0.333535182
lys_cil,3,15,0.299941362,0.018661608,360.3268504,0.399665736
lys_cil,3,25,0.957427559,0.022209026,317.2406837,0.463196622
lys_cil,3,50,1.907293582,0.025661577,266.8009195,0.521823758
lys_cil,3,100,3.018584583,0.030819955,227.5503247,0.639263987
lys_cil,3,200,3.800990551,0.034353188,206.0984514,0.736049261
lys_cil,3,250,4.237766413,0.03804144,203.9988639,0.830540198
lys_cil,3,300,4.633938062,0.040475686,198.5868814,0.882053029
lys_cil,3,350,4.57061625,0.042533927,208.2504061,0.917240619
lys_cil,3,400,4.792670584,0.043901846,205.2209224,0.943242155
lys_cil,3,500,4.87975488,0.044717008,204.899187,0.990867265
lys_cil,3,600,4.963452682,0.045193463,203.4647055,1.044753854
lys_cil,3,700,4.883894964,0.044373396,202.7884369,1.05406559
lys_cil,3,800,4.699729313,0.042429942,201.9334572,1.032598774
lys_cil,3,1000,4.443080298,0.04015464,202.3203609,1.029323301
lys_cil,3,1200,4.164823697,0.035455619,192.1731516,0.943849284
lys_cil,4,0,-0.688252392,0.031814947,417.1931754,0.860247033
lys_cil,4,5,-0.179310332,0.036162413,390.1376527,0.957977148
lys_cil,4,10,0.036525446,0.041607425,380.5717009,1.089291149
lys_cil,4,15,0.352786755,0.048250245,370.1412029,1.229258497
lys_cil,4,25,1.088316587,0.0600583,351.9917321,1.477977125
lys_cil,4,50,2.272446197,0.071417157,327.8207462,1.693300084
lys_cil,4,100,4.928887533,0.082072244,277.5040627,1.881884093
lys_cil,4,150,5.99709054,0.086774627,260.8926115,1.937454182
lys_cil,4,200,6.629416525,0.088850284,250.4007534,2.012162203
lys_cil,4,250,7.046597056,0.089518243,242.8284335,2.069326489
lys_cil,4,300,7.332687629,0.090453524,238.3369352,2.125494814
lys_cil,4,350,7.518605543,0.091081175,235.5909412,2.149383162
lys_cil,4,400,7.564978022,0.086480283,228.2722882,1.999131732
lys_cil,4,500,7.301616757,0.079032065,220.8710309,1.852657537
lys_cil,4,600,6.92076251,0.069650926,210.3999131,1.698415715
lys_cil,4,700,6.39384108,0.060481156,201.3231398,1.528098206
lys_cil,5,0,-0.589037428,0.012340475,458.8307849,0.318637394
lys_cil,5,5,-0.021940083,0.014615101,385.8703864,0.366742077
lys_cil,5,10,0.183350516,0.018828968,368.1791843,0.453554089
lys_cil,5,15,0.565222972,0.024529368,347.1149933,0.578193255
lys_cil,5,25,1.133914729,0.033550099,329.4771093,0.737282897
lys_cil,5,50,2.401644927,0.040442501,286.1279722,0.862610824
lys_cil,5,100,3.701124763,0.046262128,250.1034445,1.010212109
lys_cil,5,150,4.546002824,0.050042214,230.7139963,1.100738616
lys_cil,5,200,4.694181012,0.050313614,226.2721495,1.137881316
lys_cil,5,250,4.782809019,0.048753112,218.053748,1.141478493
lys_cil,5,300,4.747706506,0.047060026,213.2705632,1.144253864
lys_cil,5,350,4.642861951,0.045669446,211.9138152,1.141814576
lys_cil,5,400,4.676570917,0.044033458,204.5545592,1.127513133
lys_cil,5,500,4.641971105,0.041072972,193.5366873,1.107727824
lys_cil,5,600,4.297333136,0.036237809,185.4417674,1.024033761
lys_cil,5,700,3.765879547,0.029947519,175.4972439,0.85955514
lys_cil,6,0,-0.52132734,0.039568887,406.3387214,0.877419531
lys_cil,6,5,0.005763749,0.046298825,384.7713723,0.981816319
lys_cil,6,10,0.330711271,0.053486418,375.0138083,1.080356414
lys_cil,6,15,0.573366226,0.061397166,369.8797573,1.184604064
lys_cil,6,25,1.068407908,0.070021354,359.4454232,1.318653607
lys_cil,6,50,2.498256976,0.079217085,330.3810585,1.471770179
lys_cil,6,100,4.562702527,0.089827555,295.206456,1.646116238
lys_cil,6,150,5.605691568,0.095372188,280.0922144,1.723042488
lys_cil,6,200,6.318330931,0.098470714,269.9092437,1.782757714
lys_cil,6,250,6.66678812,0.098558604,263.4710279,1.783365578
