species,individual,PARi,Photo,Cond,Ci,Trmmol
lys_cil,6,300,6.927397943,0.097134577,257.1511552,1.760656527
lys_cil,6,350,6.9508273,0.093835141,252.5080376,1.730126135
lys_cil,6,400,6.973079009,0.089561205,246.3546997,1.699003432
lys_cil,6,500,6.910836345,0.082846062,237.3559954,1.641501715
lys_cil,6,600,6.639446795,0.07462707,228.9234853,1.545763029
lys_cil,6,700,6.340013762,0.065920583,218.08331,1.415916539
lys_cil,6,800,5.913928422,0.057868164,209.3781907,1.284688157
ono_sen,1,1.42658639,-0.501058051,0.06524945,405.8646484,0.633990225
ono_sen,1,4.624309063,-0.189010409,0.067074569,397.8291372,0.621414845
ono_sen,1,11.07438087,0.270468314,0.071059811,386.475242,0.651857089
ono_sen,1,15.5592556,0.477272261,0.072076577,381.6390503,0.657217377
ono_sen,1,25.56634903,0.971124042,0.074522009,370.453839,0.690676399
ono_sen,1,48.75080872,1.990672215,0.076707803,348.1364553,0.723378996
ono_sen,1,100.486145,3.61963183,0.078599833,313.6806161,0.71634101
ono_sen,1,200.78508,4.840419002,0.081828366,290.6888796,0.759266208
ono_sen,1,249.6191711,5.522130495,0.084875089,280.4269788,0.792866499
ono_sen,1,301.3640137,5.559425034,0.08698358,282.1242794,0.814578647
ono_sen,1,349.4962158,5.891614934,0.088230078,276.8243535,0.848673189
ono_sen,1,399.3831787,5.958467248,0.088452841,275.7589907,0.876307382
ono_sen,1,500.7638855,6.208091968,0.090806212,273.4217573,0.922913425
ono_sen,1,598.9653931,6.46015019,0.091890708,269.8341165,0.970474965
ono_sen,1,701.4014282,6.493794503,0.091209495,268.1998846,1.00150989
ono_sen,1,999.6532593,6.295626951,0.086580437,265.342673,1.088186122
ono_sen,1,1500.378174,6.2861854,0.084620203,262.2292716,1.246023394
ono_sen,2,0.728757143,-0.274591137,0.085296385,399.9453173,0.580920593
ono_sen,2,4.900100231,0.061298528,0.087515421,393.3257907,0.567400844
ono_sen,2,9.945502281,0.03642251,0.0923827,393.5224109,0.596805167
ono_sen,2,16.1076107,0.544267542,0.096350169,384.1845504,0.615543203
ono_sen,2,26.13696671,1.16734689,0.100107576,373.3273092,0.633065918
ono_sen,2,49.57568359,2.160846669,0.101502475,355.5014947,0.636684476
ono_sen,2,100.9499207,3.860282729,0.103662248,325.9773082,0.659231519
ono_sen,2,199.2241669,5.461282369,0.102520369,296.4338123,0.678491882
ono_sen,2,250.1499939,5.835930997,0.104478113,291.5282523,0.700254883
ono_sen,2,299.6642761,6.076218967,0.103954609,286.927052,0.684037776
ono_sen,2,350.4291687,6.095220929,0.103365936,286.1112959,0.691907762
ono_sen,2,400.640625,6.186252875,0.103745903,284.830108,0.692049638
ono_sen,2,500.3589478,6.509925329,0.102085605,277.6522255,0.71138018
ono_sen,2,599.0638428,6.228140868,0.100543293,280.427335,0.74484166
ono_sen,2,701.3154907,6.315685443,0.097840176,275.9424294,0.782772205
ono_sen,2,1000.969055,6.422377138,0.095832566,271.2463571,0.870568867
ono_sen,2,1499.817261,6.445342964,0.092549826,266.5067152,0.970689391
ono_sen,3,0.761003315,-0.315669989,0.109464691,400.010501,0.691591214
ono_sen,3,5.119111538,-0.112587024,0.108120478,396.7607108,0.661485662
ono_sen,3,10.12243366,0.14191068,0.113778558,392.5897348,0.685896385
ono_sen,3,14.8040266,0.562178663,0.116006969,385.925672,0.663307857
ono_sen,3,24.25481796,0.91775991,0.117603333,380.108161,0.679103749
ono_sen,3,49.64964294,2.400382796,0.122261127,358.1041914,0.682854168
ono_sen,3,101.1620102,4.298700791,0.118880939,326.8399774,0.650774666
ono_sen,3,199.5248718,5.983781424,0.120089213,300.6399613,0.696083193
ono_sen,3,250.3921967,6.529906382,0.121472476,293.0180077,0.728432604
ono_sen,3,301.2851868,6.812988742,0.121675301,288.6187855,0.757144754
ono_sen,3,349.7937012,7.000059096,0.12155568,285.5128129,0.79869116
ono_sen,3,399.3600159,7.223791116,0.122514825,283.0764761,0.831990984
ono_sen,3,500.2664795,7.44867713,0.119932543,277.5639655,0.798620871
ono_sen,3,600.5136719,7.597788496,0.121169278,276.0231003,0.839907451
ono_sen,3,699.3311157,7.668345408,0.123037899,276.2424311,0.885521998
ono_sen,3,1000.887695,7.961117123,0.124655847,272.7912027,0.981400249
ono_sen,3,1500.272827,7.958996136,0.125561028,272.8665945,1.121954055
ono_sen,4,1.961197376,-0.114553098,0.058383575,399.1973022,0.351580856
ono_sen,4,4.683488369,0.090715407,0.068115036,393.6749272,0.379150821
ono_sen,4,8.633321762,0.329174267,0.069913691,387.5898043,0.38247052
ono_sen,4,16.0097599,0.755478959,0.071016614,377.1579596,0.393833036
ono_sen,4,24.41819382,1.238131581,0.071463511,365.4229951,0.405240436
ono_sen,4,49.58287811,2.2958547,0.074926683,341.5935122,0.427604138
ono_sen,4,100.4013138,3.862172468,0.078238482,307.8642459,0.453023583
ono_sen,4,200.2056122,5.490435095,0.074829566,265.56574,0.458181565
ono_sen,4,248.9510498,6.001567009,0.076300335,256.1272879,0.480245211
ono_sen,4,299.7375488,6.276422767,0.078375889,253.1364579,0.504606168
ono_sen,4,350.1906738,6.405451479,0.079012164,251.1557857,0.519153849
ono_sen,4,399.95755,6.638918433,0.08088955,249.0963086,0.540214824
ono_sen,4,500.115509,6.873550484,0.084478634,249.3469187,0.572573371
ono_sen,4,599.3278809,7.143114497,0.087064902,247.5145098,0.607400558
ono_sen,4,701.0787354,7.405899497,0.088736456,244.515002,0.644872568
ono_sen,4,1001.198303,7.538784383,0.092150572,246.2253853,0.726959338
ono_sen,4,1499.480469,7.840620455,0.094436669,242.8981739,0.838459124
ono_sen,5,0.088524662,-0.339925244,0.105561112,403.3993241,0.416805125
ono_sen,5,5.363642693,0.096656367,0.107846626,395.8256299,0.405327657
ono_sen,5,10.94299698,0.400013363,0.109353406,390.4560211,0.39800839
ono_sen,5,15.47898579,0.612353448,0.109668719,386.8235048,0.387180667
ono_sen,5,25.35156441,1.363051136,0.108585183,373.92604,0.372401383
ono_sen,5,50.43946838,2.248937677,0.102337799,356.4282396,0.357182784
ono_sen,5,99.52370453,3.693950796,0.097597428,327.1494598,0.361028589
ono_sen,5,200.9956665,5.661030931,0.097552327,290.2242395,0.399092209
ono_sen,5,249.6387787,6.108814649,0.095770445,279.9733563,0.415936058
ono_sen,5,299.8873901,6.199006175,0.096370222,278.3177306,0.447142642
ono_sen,5,350.1469727,6.799873276,0.095789901,266.6906604,0.474264984
ono_sen,5,399.6747742,6.516521752,0.096719217,272.7019033,0.513858475
ono_sen,5,500.0376282,6.926765924,0.096970649,265.2559254,0.546550672
ono_sen,5,599.6276855,7.306515142,0.096803215,258.1590593,0.583872954
ono_sen,5,701.1157837,7.314446887,0.097093171,256.5437493,0.628814971
ono_sen,5,999.6196289,7.526950252,0.097706649,253.0027359,0.707363442
ono_sen,5,1499.463013,7.715599767,0.096807544,247.7945055,0.789875966
pol_acr,1,0.687447429,-0.449759783,0.016452426,431.3363105,0.308387518
pol_acr,1,4.831169128,-0.20212071,0.015970493,407.7794977,0.29441817
pol_acr,1,11.2371521,0.244891678,0.015826301,362.5709903,0.290412805
pol_acr,1,15.59485626,0.415316325,0.016448093,346.7888772,0.303911533
pol_acr,1,25.2469902,0.710238636,0.016823854,319.6345756,0.311301316
pol_acr,1,49.81842041,1.637924983,0.01864389,246.0499182,0.333179545
pol_acr,1,101.3031998,1.837504322,0.01889503,230.0209658,0.347373421
pol_acr,1,199.7762299,2.151767184,0.021245598,222.963845,0.393349119
pol_acr,1,250.3545227,2.278863798,0.023109616,227.6247823,0.415023448
pol_acr,1,301.1875305,2.44158765,0.024547661,225.8738508,0.440136406
pol_acr,1,400.7536926,2.7609605,0.026956429,220.464241,0.488849354
pol_acr,1,499.5591125,3.026200381,0.029288982,218.1915286,0.54480616
pol_acr,1,600.3109131,3.129134188,0.032292632,228.0751799,0.591504595
pol_acr,1,699.3754883,3.360219705,0.034508118,226.5024793,0.657103421
pol_acr,1,800.8118896,3.471510202,0.037885229,235.0038834,0.732196067
pol_acr,1,900.6654663,3.621388354,0.039195899,233.328088,0.760222723
pol_acr,2,0.344395339,-0.643824077,0.026700929,425.1560271,0.565263955
pol_acr,2,5.259934902,-0.269136311,0.026337742,402.8088679,0.547816365
pol_acr,2,10.31267929,0.02997052,0.024674356,384.3359323,0.51313675
pol_acr,2,14.5486927,0.102416196,0.026880301,379.829232,0.568095274
pol_acr,2,24.47727966,0.480480235,0.02473563,354.464297,0.529952426
pol_acr,2,50.74066925,1.407597267,0.026700617,300.4767163,0.577518116
pol_acr,2,99.43856812,1.905317097,0.026533412,269.3561527,0.58331894
pol_acr,2,200.1820679,2.443208375,0.029031067,248.8740353,0.644229067
pol_acr,2,250.7500305,2.704686191,0.029509329,237.8298566,0.631427088
pol_acr,2,300.2486877,2.722088939,0.029017463,234.6042111,0.603310057
pol_acr,2,400.1327515,2.953655638,0.030234322,228.1839309,0.629159217
pol_acr,2,499.8009033,3.005798833,0.031210278,228.9601894,0.657759884
pol_acr,2,599.4299927,3.016358355,0.03177647,231.0531313,0.672000679
pol_acr,2,699.1878052,3.05930142,0.032644109,232.8607271,0.691182677
pol_acr,2,799.7657471,3.038627119,0.032997217,235.3519898,0.702848202
pol_acr,2,900.4348145,3.148840493,0.032873512,229.257076,0.709696327
pol_acr,3,0.31969744,-0.280916517,0.026246748,404.6870439,0.544151212
pol_acr,3,6.136768341,0.116860003,0.026684775,380.5139977,0.542907081
pol_acr,3,10.12271118,0.331088936,0.027519392,367.650362,0.555950379
pol_acr,3,14.5559988,0.706035687,0.02855832,347.056078,0.578875352
pol_acr,3,24.27395058,1.072206997,0.029409206,328.0788029,0.592032908
pol_acr,3,50.61520004,1.812789225,0.030829869,291.7138025,0.619703535
pol_acr,3,99.14015198,2.511001505,0.032318889,260.6321544,0.657792402
pol_acr,3,199.704834,2.944696258,0.033888117,245.2651908,0.696269838
pol_acr,3,249.8372498,3.163124778,0.034695397,238.2803317,0.717087957
pol_acr,3,300.0147705,3.392834673,0.035655441,231.0872914,0.748929096
pol_acr,3,400.8847961,3.477954163,0.03706089,232.8646735,0.785263362
pol_acr,3,500.9816589,3.803018106,0.040325576,231.594356,0.862091427
pol_acr,3,600.0734863,3.933818213,0.044085771,239.1832401,0.946318824
pol_acr,3,799.9161377,4.292211791,0.048697355,240.2771384,1.05284346
pol_acr,4,0.244238198,-0.202330531,0.034244502,396.3151626,0.661357855
pol_acr,4,6.016798496,0.165183695,0.034920811,378.9708906,0.660885588
pol_acr,4,10.12289143,0.160018538,0.035872086,379.708206,0.674783542
pol_acr,4,14.50196457,0.521802757,0.03657409,363.7556282,0.68969262
pol_acr,4,24.28618622,0.853873458,0.037001807,349.0032804,0.703705386
pol_acr,4,50.38619614,1.72407615,0.038236617,312.5022291,0.729125271
pol_acr,4,99.07675934,2.448678608,0.039455938,284.2632126,0.760774043
pol_acr,4,199.4325104,3.196097021,0.040806284,257.1239327,0.797980946
pol_acr,4,249.5608826,3.143630387,0.040777953,259.0403592,0.79856248
pol_acr,4,299.8296509,3.243321534,0.040349515,253.451872,0.805898009
pol_acr,4,400.2689514,3.38138666,0.040566114,248.3672872,0.823317088
pol_acr,4,500.267395,3.455642927,0.041850829,249.3271644,0.854026814
pol_acr,4,599.4082031,3.517527687,0.042931329,250.0826856,0.887390273
pol_acr,5,0.154363751,-0.25139537,0.017550176,412.0660277,0.318551213
pol_acr,5,5.886382103,0.166675683,0.017741353,373.8631524,0.320064684
pol_acr,5,10.07847023,0.404729225,0.018594624,353.7764999,0.337043641
pol_acr,5,14.51306629,0.574364461,0.019315275,340.6427762,0.352018384
pol_acr,5,24.01011276,0.925757001,0.020089665,314.1670847,0.368405586
pol_acr,5,50.42599487,1.40326345,0.021172501,281.1670179,0.393320823
pol_acr,5,99.11359406,1.903670738,0.022662031,252.0537836,0.430668103
pol_acr,5,199.4720154,2.273662454,0.024740263,238.6735816,0.477795702
pol_acr,5,249.654068,2.448146919,0.025689675,232.8866568,0.501741678
pol_acr,5,299.6511841,2.493846738,0.027834572,241.5593405,0.55467722
pol_acr,5,400.4597778,2.798909127,0.028697771,228.5030622,0.575515054
pol_acr,5,500.1809692,2.786070468,0.029832002,234.4288909,0.604019155
pte_aqu,1,0.465880811,-0.292236531,0.089484291,396.0390611,1.168066175
pte_aqu,1,5.118542671,-0.073382852,0.093269896,391.7026245,1.198550674
pte_aqu,1,10.51004696,0.425487714,0.096752803,382.5659143,1.237334385
pte_aqu,1,15.05441856,0.634516403,0.099161817,378.8636744,1.2676768
pte_aqu,1,24.61617851,1.114027889,0.10281252,370.8328278,1.312206665
pte_aqu,1,51.2146759,2.341774978,0.106478651,350.6503351,1.355861195
pte_aqu,1,100.268631,3.879992058,0.109889954,326.3760285,1.401514454
pte_aqu,1,199.3892365,5.534588836,0.116716071,303.7462186,1.488313763
pte_aqu,1,249.8937378,5.897807095,0.1200951,300.3107112,1.529242676
pte_aqu,1,300.6204834,6.270716824,0.122683215,296.4799628,1.559871931
pte_aqu,1,348.6891479,6.34698235,0.123598158,295.9136028,1.574045435
pte_aqu,1,400.5723267,6.399563154,0.122302273,294.4213995,1.55162922
pte_aqu,1,426.2096558,5.882081376,0.117816914,299.2637786,1.506062393
pte_aqu,2,1.182749629,-0.538535606,0.040491982,405.8528904,0.948427349
pte_aqu,2,4.736562729,-0.280908714,0.043397737,395.5071763,0.969668863
pte_aqu,2,11.21992207,0.17810611,0.046163912,379.030743,0.998777974
pte_aqu,2,15.65066624,0.475635614,0.052686077,371.013698,1.078381497
pte_aqu,2,24.99285698,0.90553055,0.060387802,360.8879679,1.211145616
pte_aqu,2,51.23062515,2.114396994,0.069191099,334.1784729,1.312639228
pte_aqu,2,99.22846985,3.571113906,0.081519772,310.6774344,1.481981692
pte_aqu,2,199.3336639,6.110947997,0.095430746,273.8117285,1.67498949
pte_aqu,2,251.0449677,6.865585182,0.104415886,269.6227459,1.808641746
pte_aqu,2,301.1428223,7.431171269,0.113357283,268.9497602,1.90381246
pte_aqu,2,348.7701416,7.899341358,0.118634593,266.5239822,1.963422267
pte_aqu,2,399.7753906,8.042018279,0.11718398,262.9277962,1.958218535
pte_aqu,2,425.2811279,7.837451023,0.107571314,256.6774269,1.830377761
pte_aqu,3,0.395165563,-0.422439184,0.032818642,406.3193543,0.723982594
pte_aqu,3,6.202007771,0.147363889,0.036214168,378.9078516,0.790555475
pte_aqu,3,10.24820709,0.362047671,0.039061049,370.5008076,0.833458235
pte_aqu,3,14.63491058,0.494279954,0.042276866,366.3732097,0.903700023
pte_aqu,3,24.10912514,0.885710098,0.046584649,354.0076406,0.99489752
pte_aqu,3,50.15312958,1.908839521,0.052746954,325.592414,1.081550085
pte_aqu,3,100.2659988,3.002116674,0.055369122,294.6184586,1.179591599
pte_aqu,3,200.1908264,4.092697463,0.062625668,275.091114,1.324778011
pte_aqu,3,249.8871918,4.509037103,0.068996765,274.249024,1.446454716
pte_aqu,3,299.6296387,4.949757061,0.076462618,274.6550307,1.557727574
pte_aqu,3,348.7650452,5.661190476,0.080714792,264.3398013,1.686083737
pte_aqu,3,399.8463745,5.833607759,0.084401637,265.6126541,1.772152215
pte_aqu,3,450.1278381,5.699719996,0.080719982,263.3432924,1.727616042
pte_aqu,4,0.382876515,-0.264986133,0.164881881,397.609749,1.389567108
pte_aqu,4,5.17910099,0.13339838,0.167611074,393.0226641,1.385365849
pte_aqu,4,10.57352829,0.392819286,0.167748718,389.5181587,1.389100735
pte_aqu,4,15.19990349,0.658718388,0.171654911,385.7135404,1.412233225
pte_aqu,4,24.6993103,1.353780023,0.170968233,377.8850064,1.415742343
pte_aqu,4,49.72171021,2.661509896,0.172066341,362.8064337,1.439549957
pte_aqu,4,98.74253082,4.652015293,0.180038265,341.7510999,1.49401907
pte_aqu,4,200.0210114,6.593499828,0.1786112,319.4119163,1.530631153
pte_aqu,4,250.6446533,7.098183518,0.177539826,313.2643202,1.546448829
pte_aqu,4,299.0297852,7.460247557,0.173966103,307.7419364,1.552714986
pte_aqu,4,349.3664551,7.619257444,0.17123251,304.5942095,1.568815801
pte_aqu,4,401.0847778,7.796118615,0.164223053,299.3683841,1.534317498
pte_aqu,4,499.8093567,8.069538214,0.158227028,293.0245488,1.526242572
pte_aqu,5,0.560662746,-0.171338108,0.100113348,398.3712918,0.586560295
pte_aqu,5,4.823585987,0.244965631,0.100709035,391.0097784,0.579090758
pte_aqu,5,9.745435715,0.662512718,0.103454867,383.5832872,0.603113564
pte_aqu,5,16.39515305,1.009652442,0.104701384,377.6621883,0.604535149
pte_aqu,5,26.30221939,1.49701093,0.105695933,369.3802148,0.603231753
pte_aqu,5,48.92819977,2.584349449,0.107998833,351.2030116,0.615631222
pte_aqu,5,100.5332108,3.915344878,0.107661066,328.4297087,0.612493
pte_aqu,5,200.028244,5.098128902,0.109098437,308.9368906,0.639135863
pte_aqu,5,251.1999817,5.157905628,0.107548005,307.0130627,0.63155014
pte_aqu,5,299.6617737,5.262498612,0.106331099,302.9419209,0.629178163
pte_aqu,5,350.86203,5.279040139,0.103484288,300.7086578,0.609353667
pte_aqu,5,401.0431213,5.090245814,0.099435681,300.6023614,0.586444575
pte_aqu,5,499.5846252,5.216438783,0.095961721,295.731328,0.570157856
